Name,Price,Description,Stock,SKU,Categories,Tags,URL
Magneton,191.00,"Magneton emits a powerful magnetic force that is fatal to electronics and precision instruments. Because of this, it is said that some towns warn people to keep this Pokémon inside a Poké Ball.",152 in stock,5934,"Magnet,Pokemon","Magnet,magneton,Sturdy",https://scrapeme.live/shop/Magneton/
Farfetchd,185.00,"Farfetch’d is always seen with a stalk from a plant of some sort. Apparently, there are good stalks and bad stalks. This Pokémon has been known to fight with others over stalks.",158 in stock,3808,"Pokemon,Wild Duck","farfetchd,Keen Eye,Wild Duck",https://scrapeme.live/shop/Farfetchd/
Doduo,73.00,"Doduo’s two heads contain completely identical brains. A scientific study reported that on rare occasions, there will be examples of this Pokémon possessing different sets of brains.",227 in stock,8303,"Pokemon,Twin Bird","doduo,Run Away,Twin Bird",https://scrapeme.live/shop/Doduo/
Dodrio,138.00,"Apparently, the heads aren’t the only parts of the body that Dodrio has three of. It has three sets of hearts and lungs as well, so it is capable of running long distances without rest.",118 in stock,4038,"Pokemon,Triple Bird","dodrio,Run Away,Triple Bird",https://scrapeme.live/shop/Dodrio/
Seel,164.00,"Seel hunts for prey in the frigid sea underneath sheets of ice. When it needs to breathe, it punches a hole through the ice with the sharply protruding section of its head.",250 in stock,2302,"Pokemon,Sea Lion","Sea Lion,seel,Thick Fat",https://scrapeme.live/shop/Seel/
Dewgong,70.00,Dewgong loves to snooze on bitterly cold ice. The sight of this Pokémon sleeping on a glacier was mistakenly thought to be a mermaid by a mariner long ago.,62 in stock,9375,"Pokemon,Sea Lion","dewgong,Sea Lion,Thick Fat",https://scrapeme.live/shop/Dewgong/
Grimer,147.00,Grimer emerged from the sludge that settled on a polluted seabed. This Pokémon loves anything filthy. It constantly leaks a horribly germ-infested fluid from all over its body.,201 in stock,3031,"Pokemon,Sludge","grimer,Sludge,Stench",https://scrapeme.live/shop/Grimer/
Muk,187.00,"This Pokémon’s favorite food is anything that is repugnantly filthy. In dirty towns where people think nothing of throwing away litter on the streets, Muk are certain to gather.",220 in stock,9514,"Pokemon,Sludge","muk,Sludge,Stench",https://scrapeme.live/shop/Muk/
Shellder,138.00,"At night, this Pokémon uses its broad tongue to burrow a hole in the seafloor sand and then sleep in it. While it is sleeping, Shellder closes its shell, but leaves its tongue hanging out.",23 in stock,4653,"Bivalve,Pokemon","Bivalve,Shell Armor,shellder",https://scrapeme.live/shop/Shellder/
Cloyster,199.00,"Cloyster is capable of swimming in the sea. It does so by swallowing water, then jetting it out toward the rear. This Pokémon shoots spikes from its shell using the same system.",39 in stock,5736,"Bivalve,Pokemon","Bivalve,cloyster,Shell Armor",https://scrapeme.live/shop/Cloyster/
Gastly,179.00,"Gastly is largely composed of gaseous matter. When exposed to a strong wind, the gaseous body quickly dwindles away. Groups of this Pokémon cluster under the eaves of houses to escape the ravages of wind.",151 in stock,6873,"Gas,Pokemon","Gas,gastly,Levitate",https://scrapeme.live/shop/Gastly/
Haunter,42.00,"Haunter is a dangerous Pokémon. If one beckons you while floating in darkness, you must never approach it. This Pokémon will try to lick you with its tongue and steal your life away.",181 in stock,7532,"Gas,Pokemon","Gas,haunter,Levitate",https://scrapeme.live/shop/Haunter/
Gengar,149.00,"Sometimes, on a dark night, your shadow thrown by a streetlight will suddenly and startlingly overtake you. It is actually a Gengar running past you, pretending to be your shadow.",159 in stock,6267,"Pokemon,Shadow","gengar,Levitate,Shadow",https://scrapeme.live/shop/Gengar/
Onix,37.00,"Onix has a magnet in its brain. It acts as a compass so that this Pokémon does not lose direction while it is tunneling. As it grows older, its body becomes increasingly rounder and smoother.",286 in stock,2221,"Pokemon,Rock Snake","onix,Rock Head,Rock Snake",https://scrapeme.live/shop/Onix/
Drowzee,40.00,"If your nose becomes itchy while you are sleeping, it’s a sure sign that one of these Pokémon is standing above your pillow and trying to eat your dream through your nostrils.",253 in stock,9437,"Hypnosis,Pokemon","drowzee,Hypnosis,Insomnia",https://scrapeme.live/shop/Drowzee/
Hypno,198.00,"Hypno holds a pendulum in its hand. The arcing movement and glitter of the pendulum lull the foe into a deep state of hypnosis. While this Pokémon searches for prey, it polishes the pendulum.",222 in stock,2634,"Hypnosis,Pokemon","hypno,Hypnosis,Insomnia",https://scrapeme.live/shop/Hypno/
Krabby,64.00,"Krabby live on beaches, burrowed inside holes dug into the sand. On sandy beaches with little in the way of food, these Pokémon can be seen squabbling with each other over territory.",147 in stock,2333,"Pokemon,River Crab","krabby,River Crab,Shell Armor",https://scrapeme.live/shop/Krabby/
Kingler,72.00,"Kingler has an enormous, oversized claw. It waves this huge claw in the air to communicate with others. However, because the claw is so heavy, the Pokémon quickly tires.",271 in stock,1454,"Pincer,Pokemon","kingler,Pincer,Shell Armor",https://scrapeme.live/shop/Kingler/
Voltorb,189.00,Voltorb is extremely sensitive—it explodes at the slightest of shocks. It is rumored that it was first created when a Poké Ball was exposed to a powerful pulse of energy.,245 in stock,9522,"Ball,Pokemon","Ball,Static,voltorb",https://scrapeme.live/shop/Voltorb/
Electrode,100.00,One of Electrode’s characteristics is its attraction to electricity. It is a problematical Pokémon that congregates mostly at electrical power plants to feed on electricity that has just been generated.,230 in stock,1042,"Ball,Pokemon","Ball,electrode,Static",https://scrapeme.live/shop/Electrode/
Exeggcute,126.00,"This Pokémon consists of six eggs that form a closely knit cluster. The six eggs attract each other and spin around. When cracks increasingly appear on the eggs, Exeggcute is close to evolution.",144 in stock,2494,"Egg,Pokemon","Chlorophyll,Egg,exeggcute",https://scrapeme.live/shop/Exeggcute/
Exeggutor,68.00,"Exeggutor originally came from the tropics. Its heads steadily grow larger from exposure to strong sunlight. It is said that when the heads fall off, they group together to form Exeggcute.",292 in stock,8250,"Coconut,Pokemon","Chlorophyll,Coconut,exeggutor",https://scrapeme.live/shop/Exeggutor/
Cubone,177.00,"Cubone pines for the mother it will never see again. Seeing a likeness of its mother in the full moon, it cries. The stains on the skull the Pokémon wears are made by the tears it sheds.",242 in stock,3170,"Lonely,Pokemon","cubone,Lonely,Rock Head",https://scrapeme.live/shop/Cubone/
Marowak,36.00,Marowak is the evolved form of a Cubone that has overcome its sadness at the loss of its mother and grown tough. This Pokémon’s tempered and hardened spirit is not easily broken.,295 in stock,8681,"Bone Keeper,Pokemon","Bone Keeper,marowak,Rock Head",https://scrapeme.live/shop/Marowak/
Hitmonlee,73.00,"Hitmonlee’s legs freely contract and stretch. Using these springlike legs, it bowls over foes with devastating kicks. After battle, it rubs down its legs and loosens the muscles to overcome fatigue.",269 in stock,6833,"Kicking,Pokemon","hitmonlee,Kicking,Limber",https://scrapeme.live/shop/Hitmonlee/
Hitmonchan,91.00,Hitmonchan is said to possess the spirit of a boxer who had been working toward a world championship. This Pokémon has an indomitable spirit and will never give up in the face of adversity.,163 in stock,3499,"Pokemon,Punching","hitmonchan,Keen Eye,Punching",https://scrapeme.live/shop/Hitmonchan/
Lickitung,142.00,"Whenever Lickitung comes across something new, it will unfailingly give it a lick. It does so because it memorizes things by texture and by taste. It is somewhat put off by sour things.",291 in stock,5903,"Licking,Pokemon","Licking,lickitung,Oblivious",https://scrapeme.live/shop/Lickitung/
Koffing,38.00,"Koffing embodies toxic substances. It mixes the toxins with raw garbage to set off a chemical reaction that results in a terribly powerful poison gas. The higher the temperature, the more gas is concocted by this Pokémon.",110 in stock,3303,"Poison Gas,Pokemon","koffing,Levitate,Poison Gas",https://scrapeme.live/shop/Koffing/
Weezing,48.00,"Weezing alternately shrinks and inflates its twin bodies to mix together toxic gases inside. The more the gases are mixed, the more powerful the toxins become. The Pokémon also becomes more putrid.",117 in stock,8429,"Poison Gas,Pokemon","Levitate,Poison Gas,weezing",https://scrapeme.live/shop/Weezing/
Rhyhorn,124.00,"Rhyhorn’s brain is very small. It is so dense, while on a run it forgets why it started running in the first place. It apparently remembers sometimes if it demolishes something.",138 in stock,8574,"Pokemon,Spikes","rhyhorn,Rock Head,Spikes",https://scrapeme.live/shop/Rhyhorn/
Rhydon,27.00,"Rhydon has a horn that serves as a drill. It is used for destroying rocks and boulders. This Pokémon occasionally rams into streams of magma, but the armor-like hide prevents it from feeling the heat.",73 in stock,4900,"Drill,Pokemon","Drill,rhydon,Rock Head",https://scrapeme.live/shop/Rhydon/
Chansey,176.00,"Chansey lays nutritionally excellent eggs on an everyday basis. The eggs are so delicious, they are easily and eagerly devoured by even those people who have lost their appetite.",151 in stock,8548,"Egg,Pokemon","chansey,Egg,Natural Cure",https://scrapeme.live/shop/Chansey/
Tangela,64.00,"Tangela’s vines snap off easily if they are grabbed. This happens without pain, allowing it to make a quick getaway. The lost vines are replaced by newly grown vines the very next day.",91 in stock,3530,"Pokemon,Vine","Chlorophyll,tangela,Vine",https://scrapeme.live/shop/Tangela/
Kangaskhan,164.00,"If you come across a young Kangaskhan playing by itself, you must never disturb it or attempt to catch it. The baby Pokémon’s parent is sure to be in the area, and it will become violently enraged at you.",35 in stock,7268,"Parent,Pokemon","Early Bird,kangaskhan,Parent",https://scrapeme.live/shop/Kangaskhan/
Horsea,154.00,"If Horsea senses danger, it will reflexively spray a dense black ink from its mouth and try to escape. This Pokémon swims by cleverly flapping the fin on its back.",88 in stock,1885,"Dragon,Pokemon","Dragon,horsea,Swift Swim",https://scrapeme.live/shop/Horsea/
Seadra,51.00,"Seadra generates whirlpools by spinning its body. The whirlpools are strong enough to swallow even fishing boats. This Pokémon weakens prey with these currents, then swallows it whole.",45 in stock,2148,"Dragon,Pokemon","Dragon,Poison Point,seadra",https://scrapeme.live/shop/Seadra/
Goldeen,170.00,"Goldeen loves swimming wild and free in rivers and ponds. If one of these Pokémon is placed in an aquarium, it will shatter even the thickest glass with one ram of its horn and make its escape.",117 in stock,3144,"Goldfish,Pokemon","goldeen,Goldfish,Swift Swim",https://scrapeme.live/shop/Goldeen/
Seaking,129.00,Seaking is very protective of its eggs. The male and female will take turns patrolling around their nest and eggs. The guarding of eggs by these Pokémon goes on for over a month.,226 in stock,9260,"Goldfish,Pokemon","Goldfish,seaking,Swift Swim",https://scrapeme.live/shop/Seaking/
Staryu,166.00,"Staryu apparently communicates with the stars in the night sky by flashing the red core at the center of its body. If parts of its body are torn, this Pokémon simply regenerates the missing pieces and limbs.",292 in stock,7802,"Pokemon,Star Shape","Natural Cure,Star Shape,staryu",https://scrapeme.live/shop/Staryu/
Starmie,176.00,Starmie swims through water by spinning its star-shaped body as if it were a propeller on a ship. The core at the center of this Pokémon’s body glows in seven colors.,283 in stock,7984,"Mysterious,Pokemon","Mysterious,Natural Cure,starmie",https://scrapeme.live/shop/Starmie/
Mr-mime,144.00,"Mr. Mime is a master of pantomime. Its gestures and motions convince watchers that something unseeable actually exists. Once the watchers are convinced, the unseeable thing exists as if it were real.",105 in stock,9469,"Barrier,Pokemon","Barrier,mr-mime,Soundproof",https://scrapeme.live/shop/Mr-mime/
Scyther,85.00,"Scyther is blindingly fast. Its blazing speed enhances the effectiveness of the twin scythes on its forearms. This Pokémon’s scythes are so effective, they can slice through thick logs in one wicked stroke.",139 in stock,5181,"Mantis,Pokemon","Mantis,scyther,Swarm",https://scrapeme.live/shop/Scyther/
Jynx,138.00,"Jynx walks rhythmically, swaying and shaking its hips as if it were dancing. Its motions are so bouncingly alluring, people seeing it are compelled to shake their hips without giving any thought to what they are doing.",197 in stock,1615,"Human Shape,Pokemon","Human Shape,jynx,Oblivious",https://scrapeme.live/shop/Jynx/
Electabuzz,125.00,"When a storm arrives, gangs of this Pokémon compete with each other to scale heights that are likely to be stricken by lightning bolts. Some towns use Electabuzz in place of lightning rods.",63 in stock,7699,"Electric,Pokemon","electabuzz,Electric,Static",https://scrapeme.live/shop/Electabuzz/
Magmar,130.00,"In battle, Magmar blows out intensely hot flames from all over its body to intimidate its opponent. This Pokémon’s fiery bursts create heat waves that ignite grass and trees in its surroundings.",16 in stock,8655,"Pokemon,Spitfire","Flame Body,magmar,Spitfire",https://scrapeme.live/shop/Magmar/
Pinsir,141.00,"Pinsir has a pair of massive horns. Protruding from the surface of these horns are thorns. These thorns are driven deeply into the foe’s body when the pincer closes, making it tough for the foe to escape.",29 in stock,2091,"Pokemon,Stag Beetle","Hyper Cutter,pinsir,Stag Beetle",https://scrapeme.live/shop/Pinsir/
Tauros,63.00,"This Pokémon is not satisfied unless it is rampaging at all times. If there is no opponent for Tauros to battle, it will charge at thick trees and knock them down to calm itself.",298 in stock,2149,"Pokemon,Wild Bull","Intimidate,tauros,Wild Bull",https://scrapeme.live/shop/Tauros/
Magikarp,43.00,"Magikarp is virtually useless in battle as it can only splash around. As a result, it is considered to be weak. However, it is actually a very hardy Pokémon that can survive in any body of water no matter how polluted it is.",126 in stock,6706,"Fish,Pokemon","Fish,magikarp,Swift Swim",https://scrapeme.live/shop/Magikarp/
Gyarados,79.00,"Once Gyarados goes on a rampage, its ferociously violent blood doesn’t calm until it has burned everything down. There are records of this Pokémon’s rampages lasting a whole month.",100 in stock,9629,"Atrocious,Pokemon","Atrocious,gyarados,Intimidate",https://scrapeme.live/shop/Gyarados/
Lapras,172.00,"People have driven Lapras almost to the point of extinction. In the evenings, this Pokémon is said to sing plaintively as it seeks what few others of its kind still remain.",89 in stock,7759,"Pokemon,Transport","lapras,Transport,Water Absorb",https://scrapeme.live/shop/Lapras/
Ditto,75.00,"Ditto rearranges its cell structure to transform itself into other shapes. However, if it tries to transform itself into something by relying on its memory, this Pokémon manages to get details wrong.",177 in stock,5061,"Pokemon,Transform","ditto,Limber,Transform",https://scrapeme.live/shop/Ditto/
Eevee,112.00,Eevee has an unstable genetic makeup that suddenly mutates due to the environment in which it lives. Radiation from various stones causes this Pokémon to evolve.,234 in stock,3593,"Evolution,Pokemon","eevee,Evolution,Run Away",https://scrapeme.live/shop/Eevee/
Vaporeon,147.00,Vaporeon underwent a spontaneous mutation and grew fins and gills that allow it to live underwater. This Pokémon has the ability to freely control water.,226 in stock,5437,"Bubble Jet,Pokemon","Bubble Jet,vaporeon,Water Absorb",https://scrapeme.live/shop/Vaporeon/
Jolteon,158.00,"Jolteon’s cells generate a low level of electricity. This power is amplified by the static electricity of its fur, enabling the Pokémon to drop thunderbolts. The bristling fur is made of electrically charged needles.",37 in stock,4119,"Lightning,Pokemon","jolteon,Lightning,Volt Absorb",https://scrapeme.live/shop/Jolteon/
Flareon,34.00,"Flareon’s fluffy fur has a functional purpose—it releases heat into the air so that its body does not get excessively hot. This Pokémon’s body temperature can rise to a maximum of 1,650 degrees Fahrenheit.",142 in stock,8149,"Flame,Pokemon","Flame,flareon,Flash Fire",https://scrapeme.live/shop/Flareon/
Porygon,178.00,Porygon is capable of reverting itself entirely back to program data and entering cyberspace. This Pokémon is copy protected so it cannot be duplicated by copying.,156 in stock,7940,"Pokemon,Virtual","porygon,Trace,Virtual",https://scrapeme.live/shop/Porygon/
Omanyte,162.00,"Omanyte is one of the ancient and long-since-extinct Pokémon that have been regenerated from fossils by people. If attacked by an enemy, it withdraws itself inside its hard shell.",13 in stock,4569,"Pokemon,Spiral","omanyte,Shell Armor,Spiral",https://scrapeme.live/shop/Omanyte/
Omastar,61.00,"Omastar uses its tentacles to capture its prey. It is believed to have become extinct because its shell grew too large and heavy, causing its movements to become too slow and ponderous.",249 in stock,3283,"Pokemon,Spiral","omastar,Shell Armor,Spiral",https://scrapeme.live/shop/Omastar/
Kabuto,79.00,"Kabuto is a Pokémon that has been regenerated from a fossil. However, in extremely rare cases, living examples have been discovered. The Pokémon has not changed at all for 300 million years.",187 in stock,9584,"Pokemon,Shellfish","kabuto,Shellfish,Swift Swim",https://scrapeme.live/shop/Kabuto/
Kabutops,57.00,Kabutops swam underwater to hunt for its prey in ancient times. The Pokémon was apparently evolving from being a water dweller to living on land as evident from the beginnings of change in its gills and legs.,228 in stock,4736,"Pokemon,Shellfish","kabutops,Shellfish,Swift Swim",https://scrapeme.live/shop/Kabutops/
Aerodactyl,56.00,Aerodactyl is a Pokémon from the age of dinosaurs. It was regenerated from genetic material extracted from amber. It is imagined to have been the king of the skies in ancient times.,257 in stock,1801,"Fossil,Pokemon","aerodactyl,Fossil,Rock Head",https://scrapeme.live/shop/Aerodactyl/
Snorlax,134.00,Snorlax’s typical day consists of nothing more than eating and sleeping. It is such a docile Pokémon that there are children who use its expansive belly as a place to play.,260 in stock,9883,"Pokemon,Sleeping","Sleeping,snorlax,Thick Fat",https://scrapeme.live/shop/Snorlax/
Articuno,77.00,"Articuno is a legendary bird Pokémon that can control ice. The flapping of its wings chills the air. As a result, it is said that when this Pokémon flies, snow will fall.",101 in stock,6040,"Freeze,Pokemon","articuno,Freeze,Pressure",https://scrapeme.live/shop/Articuno/
Zapdos,133.00,Zapdos is a legendary bird Pokémon that has the ability to control electricity. It usually lives in thunderclouds. The Pokémon gains power if it is stricken by lightning bolts.,265 in stock,7213,"Electric,Pokemon","Electric,Pressure,zapdos",https://scrapeme.live/shop/Zapdos/
Moltres,178.00,"Moltres is a legendary bird Pokémon that has the ability to control fire. If this Pokémon is injured, it is said to dip its body in the molten magma of a volcano to burn and heal itself.",208 in stock,2571,"Flame,Pokemon","Flame,moltres,Pressure",https://scrapeme.live/shop/Moltres/
Dratini,94.00,Dratini continually molts and sloughs off its old skin. It does so because the life energy within its body steadily builds to reach uncontrollable levels.,275 in stock,2799,"Dragon,Pokemon","Dragon,dratini,Shed Skin",https://scrapeme.live/shop/Dratini/
Dragonair,57.00,Dragonair stores an enormous amount of energy inside its body. It is said to alter weather conditions in its vicinity by discharging energy from the crystals on its neck and tail.,119 in stock,5641,"Dragon,Pokemon","Dragon,dragonair,Shed Skin",https://scrapeme.live/shop/Dragonair/
Dragonite,69.00,Dragonite is capable of circling the globe in just 16 hours. It is a kindhearted Pokémon that leads lost and foundering ships in a storm to the safety of land.,127 in stock,9175,"Dragon,Pokemon","Dragon,dragonite,Inner Focus",https://scrapeme.live/shop/Dragonite/
Mewtwo,43.00,"Mewtwo is a Pokémon that was created by genetic manipulation. However, even though the scientific power of humans created this Pokémon’s body, they failed to endow Mewtwo with a compassionate heart.",78 in stock,4630,"Genetic,Pokemon","Genetic,mewtwo,Pressure",https://scrapeme.live/shop/Mewtwo/
Mew,136.00,"Mew is said to possess the genetic composition of all Pokémon. It is capable of making itself invisible at will, so it entirely avoids notice even if it approaches people.",152 in stock,4382,"New Species,Pokemon","mew,New Species,Synchronize",https://scrapeme.live/shop/Mew/
Chikorita,127.00,"In battle, Chikorita waves its leaf around to keep the foe at bay. However, a sweet fragrance also wafts from the leaf, becalming the battling Pokémon and creating a cozy, friendly atmosphere all around.",98 in stock,2657,"Leaf,Pokemon","chikorita,Leaf,Overgrow",https://scrapeme.live/shop/Chikorita/
Bayleef,44.00,Bayleef’s neck is ringed by curled-up leaves. Inside each tubular leaf is a small shoot of a tree. The fragrance of this shoot makes people peppy.,299 in stock,1272,"Leaf,Pokemon","bayleef,Leaf,Overgrow",https://scrapeme.live/shop/Bayleef/
Meganium,163.00,"The fragrance of Meganium’s flower soothes and calms emotions. In battle, this Pokémon gives off more of its becalming scent to blunt the foe’s fighting spirit.",71 in stock,5778,"Herb,Pokemon","Herb,meganium,Overgrow",https://scrapeme.live/shop/Meganium/
Cyndaquil,154.00,"Cyndaquil protects itself by flaring up the flames on its back. The flames are vigorous if the Pokémon is angry. However, if it is tired, the flames splutter fitfully with incomplete combustion.",184 in stock,3987,"Fire Mouse,Pokemon","Blaze,cyndaquil,Fire Mouse",https://scrapeme.live/shop/Cyndaquil/
Quilava,85.00,Quilava keeps its foes at bay with the intensity of its flames and gusts of superheated air. This Pokémon applies its outstanding nimbleness to dodge attacks even while scorching the foe with flames.,263 in stock,6999,"Pokemon,Volcano","Blaze,quilava,Volcano",https://scrapeme.live/shop/Quilava/
Typhlosion,191.00,Typhlosion obscures itself behind a shimmering heat haze that it creates using its intensely hot flames. This Pokémon creates blazing explosive blasts that burn everything to cinders.,118 in stock,5228,"Pokemon,Volcano","Blaze,typhlosion,Volcano",https://scrapeme.live/shop/Typhlosion/
Totodile,190.00,"Despite the smallness of its body, Totodile’s jaws are very powerful. While the Pokémon may think it is just playfully nipping, its bite has enough power to cause serious injury.",285 in stock,4342,"Big Jaw,Pokemon","Big Jaw,Torrent,totodile",https://scrapeme.live/shop/Totodile/
Croconaw,175.00,"Once Croconaw has clamped its jaws on its foe, it will absolutely not let go. Because the tips of its fangs are forked back like barbed fishhooks, they become impossible to remove when they have sunk in.",255 in stock,9299,"Big Jaw,Pokemon","Big Jaw,croconaw,Torrent",https://scrapeme.live/shop/Croconaw/
Feraligatr,183.00,"Feraligatr intimidates its foes by opening its huge mouth. In battle, it will kick the ground hard with its thick and powerful hind legs to charge at the foe at an incredible speed.",175 in stock,9344,"Big Jaw,Pokemon","Big Jaw,feraligatr,Torrent",https://scrapeme.live/shop/Feraligatr/
Sentret,48.00,"When Sentret sleeps, it does so while another stands guard. The sentry wakes the others at the first sign of danger. When this Pokémon becomes separated from its pack, it becomes incapable of sleep due to fear.",83 in stock,2687,"Pokemon,Scout","Keen Eye,Scout,sentret",https://scrapeme.live/shop/Sentret/
Furret,154.00,"Furret has a very slim build. When under attack, it can slickly squirm through narrow spaces and get away. In spite of its short limbs, this Pokémon is very nimble and fleet.",85 in stock,4876,"Long Body,Pokemon","furret,Keen Eye,Long Body",https://scrapeme.live/shop/Furret/
